rgn_id,habitat,year,km2
1,mangrove,2015,0
1,mangrove_inland1km,2015,0
1,mangrove_offshore,2015,0
2,mangrove,2015,0
2,mangrove_inland1km,2015,0
2,mangrove_offshore,2015,0
3,mangrove,2015,0
3,mangrove_inland1km,2015,0
3,mangrove_offshore,2015,0
4,mangrove,2015,0
4,mangrove_inland1km,2015,0
4,mangrove_offshore,2015,0
5,mangrove,2015,0
5,mangrove_inland1km,2015,0
5,mangrove_offshore,2015,0
6,mangrove,2015,0
6,mangrove_inland1km,2015,0
6,mangrove_offshore,2015,0
7,mangrove,2015,0
7,mangrove_inland1km,2015,0
7,mangrove_offshore,2015,0
8,mangrove,2015,0
8,mangrove_inland1km,2015,0
8,mangrove_offshore,2015,0
